date,value
2020-09-08,20814000000000
2020-09-04,20843500000000
2020-09-03,20842600000000
2020-09-02,20832900000000
2020-09-01,20831800000000
2020-08-31,20822000000000
2020-08-28,20728400000000
2020-08-27,20706000000000
2020-08-26,20699200000000
2020-08-25,20698900000000
2020-08-24,20687000000000
2020-08-21,20686300000000
2020-08-20,20686000000000
2020-08-19,20677800000000
2020-08-18,20677300000000
2020-08-17,20675800000000
2020-08-14,20614700000000
2020-08-13,20614300000000
2020-08-12,20595600000000
2020-08-11,20593600000000
2020-08-10,20602400000000
2020-08-07,20601400000000
2020-08-06,20601200000000
2020-08-05,20608700000000
2020-08-04,20607100000000
2020-08-03,20631600000000
2020-07-31,20634400000000
2020-07-30,20572000000000
2020-07-29,20584400000000
2020-07-28,20584100000000
2020-07-27,20613800000000
2020-07-24,20614000000000
2020-07-23,20614100000000
2020-07-22,20571200000000
2020-07-21,20568800000000
2020-07-20,20612300000000
2020-07-17,20612200000000
2020-07-16,20611900000000
2020-07-15,20574400000000
2020-07-14,20539900000000
2020-07-13,20583500000000
2020-07-10,20583600000000
2020-07-09,20583800000000
2020-07-08,20556800000000
2020-07-07,20554700000000
2020-07-06,20558800000000
2020-07-03,20559300000000
2020-07-02,20559500000000
2020-07-01,20524300000000
2020-06-30,20530300000000
2020-06-29,20427700000000
2020-06-26,20428200000000
2020-06-25,20408700000000
2020-06-24,20340800000000
2020-06-23,20340300000000
2020-06-22,20335100000000
2020-06-19,20336100000000
2020-06-18,20327900000000
2020-06-17,20241100000000
2020-06-16,20241300000000
2020-06-15,20230500000000
2020-06-12,20166600000000
2020-06-11,20165900000000
2020-06-10,20096300000000
2020-06-09,20096800000000
2020-06-08,20061700000000
2020-06-05,20031300000000
2020-06-04,20031500000000
2020-06-03,19948600000000
2020-06-02,19948700000000
2020-06-01,19868900000000
2020-05-29,19812800000000
2020-05-28,19765800000000
2020-05-27,19658600000000
2020-05-26,19658300000000
2020-05-22,19568900000000
2020-05-21,19528500000000
2020-05-20,19429400000000
2020-05-19,19427700000000
2020-05-18,19376500000000
2020-05-15,19377100000000
2020-05-14,19340400000000
2020-05-13,19261300000000
2020-05-12,19260300000000
2020-05-11,19218900000000
2020-05-08,19219000000000
2020-05-07,19218600000000
2020-05-06,19148600000000
2020-05-05,19148600000000
2020-05-04,19053000000000
2020-05-01,19053600000000
2020-04-30,19053600000000
2020-04-29,18926900000000
2020-04-28,18869900000000
2020-04-27,18778800000000
2020-04-24,18778400000000
2020-04-23,18777800000000
2020-04-22,18686800000000
2020-04-21,18621900000000
2020-04-20,18523700000000
2020-04-17,18523700000000
2020-04-16,18524300000000
2020-04-15,18441000000000
2020-04-14,18338500000000
2020-04-13,18230800000000
2020-04-10,18230700000000
2020-04-09,18230700000000
2020-04-08,18110300000000
2020-04-07,18005000000000
2020-04-06,17919300000000
2020-04-03,17918600000000
2020-04-02,17834200000000
2020-04-01,17719100000000
2020-03-31,17674800000000
2020-03-30,17554700000000
2020-03-27,17553200000000
2020-03-26,17535600000000
2020-03-25,17530800000000
2020-03-24,17530600000000
2020-03-23,17507400000000
2020-03-20,17506400000000
2020-03-19,17505900000000
2020-03-18,17506600000000
2020-03-17,17506100000000
2020-03-16,17495300000000
2020-03-13,17441300000000
2020-03-12,17438500000000
2020-03-11,17484900000000
2020-03-10,17484300000000
2020-03-09,17470200000000
2020-03-06,17470000000000
2020-03-05,17469400000000
2020-03-04,17463900000000
2020-03-03,17458600000000
2020-03-02,17445600000000
2020-02-28,17413000000000
2020-02-27,17387800000000
2020-02-26,17389200000000
2020-02-25,17389200000000
2020-02-24,17365300000000
2020-02-21,17365500000000
2020-02-20,17364600000000
2020-02-19,17325700000000
2020-02-18,17325100000000
2020-02-14,17288300000000
2020-02-13,17288300000000
2020-02-12,17259700000000
2020-02-11,17259800000000
2020-02-10,17233700000000
2020-02-07,17233900000000
2020-02-06,17233600000000
2020-02-05,17231900000000
2020-02-04,17231300000000
2020-02-03,17210600000000
2020-01-31,17212600000000
2020-01-30,17194300000000
2020-01-29,17188800000000
2020-01-28,17188400000000
2020-01-27,17176300000000
2020-01-24,17176400000000
2020-01-23,17176200000000
2020-01-22,17176900000000
2020-01-21,17177000000000
2020-01-17,17181300000000
2020-01-16,17181100000000
2020-01-15,17178200000000
2020-01-14,17147200000000
2020-01-13,17156700000000
2020-01-10,17156700000000
2020-01-09,17157000000000
2020-01-08,17157800000000
2020-01-07,17156700000000
2020-01-06,17164700000000
2020-01-03,17163300000000
2020-01-02,17162400000000
2019-12-31,17170400000000
2019-12-30,17133700000000
2019-12-27,17133200000000
2019-12-26,17114900000000
2019-12-24,17116000000000
2019-12-23,17132300000000
2019-12-20,17131400000000
2019-12-19,17131600000000
2019-12-18,17132700000000
2019-12-17,17130300000000
2019-12-16,17141600000000
2019-12-13,17088800000000
2019-12-12,17088800000000
2019-12-11,17105900000000
2019-12-10,17104600000000
2019-12-09,17123400000000
2019-12-06,17123200000000
2019-12-05,17122600000000
2019-12-04,17123700000000
2019-12-03,17122400000000
2019-12-02,17133900000000
2019-11-29,17105400000000
2019-11-27,17072400000000
2019-11-26,17071300000000
2019-11-25,17060300000000
2019-11-22,17059800000000
2019-11-21,17059100000000
2019-11-20,17050300000000
2019-11-19,17048400000000
2019-11-18,17045900000000
2019-11-15,17045100000000
2019-11-14,17022100000000
2019-11-13,17009900000000
2019-11-12,17009800000000
2019-11-08,17004600000000
2019-11-07,17004700000000
2019-11-06,16990300000000
2019-11-05,16990100000000
2019-11-04,16979200000000
2019-11-01,16979100000000
2019-10-31,16981300000000
2019-10-30,16931800000000
2019-10-29,16930800000000
2019-10-28,16919500000000
2019-10-25,16919300000000
2019-10-24,16919300000000
2019-10-23,16904700000000
2019-10-22,16903300000000
2019-10-21,16893000000000
2019-10-18,16893100000000
2019-10-17,16893200000000
2019-10-16,16877000000000
2019-10-15,16875500000000
2019-10-11,16825500000000
2019-10-10,16825500000000
2019-10-09,16808700000000
2019-10-08,16808700000000
2019-10-07,16817700000000
2019-10-04,16817700000000
2019-10-03,16818100000000
2019-10-02,16804300000000
2019-10-01,16803200000000
2019-09-30,16809100000000
2019-09-27,16764400000000
2019-09-26,16746300000000
2019-09-25,16733500000000
2019-09-24,16733300000000
2019-09-23,16737300000000
2019-09-20,16736700000000
2019-09-19,16736500000000
2019-09-18,16723200000000
2019-09-17,16722800000000
2019-09-16,16720500000000
2019-09-13,16700800000000
2019-09-12,16700400000000
2019-09-11,16684900000000
2019-09-10,16684800000000
2019-09-09,16673900000000
2019-09-06,16673400000000
2019-09-05,16673300000000
2019-09-04,16660500000000
2019-09-03,16660300000000
2019-08-30,16596800000000
2019-08-29,16570400000000
2019-08-28,16557500000000
2019-08-27,16557100000000
2019-08-26,16532100000000
2019-08-23,16532000000000
2019-08-22,16531700000000
2019-08-21,16517900000000
2019-08-20,16516900000000
2019-08-19,16491500000000
2019-08-16,16491400000000
2019-08-15,16491500000000
2019-08-14,16457200000000
2019-08-13,16457700000000
2019-08-12,16437400000000
2019-08-09,16437200000000
2019-08-08,16437500000000
2019-08-07,16437000000000
2019-08-06,16437600000000
2019-08-05,16442100000000
2019-08-02,16440600000000
2019-08-01,16246600000000
2019-07-31,16211200000000
2019-07-30,16213500000000
2019-07-29,16216600000000
2019-07-26,16219800000000
2019-07-25,16217500000000
2019-07-24,16216600000000
2019-07-23,16203900000000
2019-07-22,16211000000000
2019-07-19,16214900000000
2019-07-18,16215700000000
2019-07-17,16215900000000
2019-07-16,16204900000000
2019-07-15,16212100000000
2019-07-12,16217800000000
2019-07-11,16217400000000
2019-07-10,16219900000000
2019-07-09,16202500000000
2019-07-08,16210000000000
2019-07-05,16212100000000
2019-07-03,16215900000000
2019-07-02,16200800000000
2019-07-01,16214100000000
2019-06-28,16188400000000
2019-06-27,16161700000000
2019-06-26,16161700000000
2019-06-25,16149800000000
2019-06-24,16157300000000
2019-06-21,16167100000000
2019-06-20,16168900000000
2019-06-19,16173300000000
2019-06-18,16160500000000
2019-06-17,16181000000000
2019-06-14,16190500000000
2019-06-13,16187600000000
2019-06-12,16190200000000
2019-06-11,16176700000000
2019-06-10,16183800000000
2019-06-07,16197800000000
2019-06-06,16197500000000
2019-06-05,16202000000000
2019-06-04,16207400000000
2019-06-03,16221700000000
2019-05-31,16202300000000
2019-05-30,16167900000000
2019-05-29,16181800000000
2019-05-28,16187500000000
2019-05-24,16189000000000
2019-05-23,16193900000000
2019-05-22,16190400000000
2019-05-21,16175700000000
2019-05-20,16183100000000
2019-05-17,16187200000000
2019-05-16,16190600000000
2019-05-15,16194200000000
2019-05-14,16180900000000
2019-05-13,16186300000000
2019-05-10,16190100000000
2019-05-09,16189400000000
2019-05-08,16192100000000
2019-05-07,16179700000000
2019-05-06,16187300000000
2019-05-03,16197100000000
2019-05-02,16184500000000
2019-05-01,16200400000000
2019-04-30,16192800000000
2019-04-29,16167600000000
2019-04-26,16168400000000
2019-04-25,16168900000000
2019-04-24,16169400000000
2019-04-23,16164500000000
2019-04-22,16179200000000
2019-04-19,16185900000000
2019-04-18,16187500000000
2019-04-17,16194600000000
2019-04-16,16187900000000
2019-04-15,16198900000000
2019-04-12,16219200000000
2019-04-11,16220500000000
2019-04-10,16224300000000
2019-04-09,16209900000000
2019-04-08,16217400000000
2019-04-05,16224200000000
2019-04-04,16225500000000
2019-04-02,16228700000000
2019-04-01,16230100000000
2019-03-29,16204400000000
2019-03-28,16241200000000
2019-03-27,16208800000000
2019-03-26,16192700000000
2019-03-25,16198800000000
2019-03-22,16211800000000
2019-03-21,16212200000000
2019-03-20,16216200000000
2019-03-19,16201700000000
2019-03-18,16213900000000
2019-03-15,16218600000000
2019-03-14,16217100000000
2019-03-13,16219400000000
2019-03-12,16203800000000
2019-03-11,16215300000000
2019-03-08,16219600000000
2019-03-07,16220200000000
2019-03-06,16222100000000
2019-03-05,16222500000000
2019-03-04,16222100000000
2019-03-01,16221700000000
2019-02-28,16250900000000
2019-02-27,16211900000000
2019-02-26,16212400000000
2019-02-25,16201000000000
2019-02-22,16201600000000
2019-02-21,16183800000000
2019-02-20,16186300000000
2019-02-19,16185700000000
2019-02-15,16171000000000
2019-02-14,16165800000000
2019-02-13,16171700000000
2019-02-12,16172200000000
2019-02-11,16157200000000
2019-02-08,16107900000000
2019-02-07,16108000000000
2019-02-06,16113400000000
2019-02-05,16113400000000
2019-02-04,16098400000000
2019-02-01,16099200000000
2019-01-31,16101200000000
2019-01-30,16093100000000
2019-01-29,16093200000000
2019-01-28,16083300000000
2019-01-25,16084100000000
2019-01-24,16084100000000
2019-01-23,16093100000000
2019-01-22,16093100000000
2019-01-18,16094100000000
2019-01-17,16094300000000
2019-01-16,16109300000000
2019-01-15,16108800000000
2019-01-14,16074300000000
2019-01-11,16074900000000
2019-01-10,16075100000000
2019-01-09,16090200000000
2019-01-08,16089600000000
2019-01-07,16089300000000
2019-01-04,16089600000000
2019-01-03,16089700000000
2019-01-02,16099400000000
2018-12-31,16101700000000
2018-12-28,16068600000000
2018-12-27,16050100000000
2018-12-26,16064400000000
2018-12-24,16069500000000
2018-12-21,16068400000000
2018-12-20,16068000000000
2018-12-19,16082400000000
2018-12-18,16082100000000
2018-12-17,16086400000000
2018-12-14,16033800000000
2018-12-13,16033600000000
2018-12-12,16048900000000
2018-12-11,16048700000000
2018-12-10,16053100000000
2018-12-07,16053000000000
2018-12-06,16053000000000
2018-12-05,16041800000000
2018-12-04,16041600000000
2018-12-03,16042000000000
2018-11-30,16044300000000
2018-11-29,15985400000000
2018-11-28,15968000000000
2018-11-27,15968100000000
2018-11-26,15968000000000
2018-11-23,15966800000000
2018-11-21,15941700000000
2018-11-20,15941600000000
2018-11-19,15940700000000
2018-11-16,15941800000000
2018-11-15,15941700000000
2018-11-14,15901900000000
2018-11-13,15901600000000
2018-11-09,15901200000000
2018-11-08,15901300000000
2018-11-07,15864900000000
2018-11-06,15865100000000
2018-11-05,15864400000000
2018-11-02,15864400000000
2018-11-01,15863700000000
2018-10-31,15843300000000
2018-10-30,15846700000000
2018-10-29,15846200000000
2018-10-26,15845400000000
2018-10-25,15845200000000
2018-10-24,15826100000000
2018-10-23,15825700000000
2018-10-22,15825000000000
2018-10-19,15825200000000
2018-10-18,15825100000000
2018-10-17,15809600000000
2018-10-16,15808200000000
2018-10-15,15808000000000
2018-10-12,15758700000000
2018-10-11,15758200000000
2018-10-10,15757000000000
2018-10-09,15756500000000
2018-10-05,15756700000000
2018-10-04,15757100000000
2018-10-03,15771600000000
2018-10-02,15771900000000
2018-10-01,15771300000000
2018-09-28,15761200000000
2018-09-27,15732900000000
2018-09-26,15761100000000
2018-09-25,15761500000000
2018-09-24,15761200000000
2018-09-21,15761100000000
2018-09-20,15760400000000
2018-09-19,15793000000000
2018-09-18,15793100000000
2018-09-17,15792000000000
2018-09-14,15743000000000
2018-09-13,15743200000000
2018-09-12,15764600000000
2018-09-11,15765900000000
2018-09-10,15766100000000
2018-09-07,15766500000000
2018-09-06,15766700000000
2018-09-05,15784600000000
2018-09-04,15784200000000
2018-08-31,15785400000000
2018-08-30,15733900000000
2018-08-29,15729400000000
2018-08-28,15729400000000
2018-08-27,15728700000000
2018-08-24,15728700000000
2018-08-23,15729800000000
2018-08-22,15710900000000
2018-08-21,15709700000000
2018-08-20,15709300000000
2018-08-17,15709400000000
2018-08-16,15709900000000
2018-08-15,15673100000000
2018-08-14,15647800000000
2018-08-13,15647700000000
2018-08-10,15645900000000
2018-08-09,15645900000000
2018-08-08,15604100000000
2018-08-07,15603800000000
2018-08-06,15603800000000
2018-08-03,15603500000000
2018-08-02,15603800000000
2018-08-01,15566600000000
2018-07-31,15569500000000
2018-07-30,15566200000000
2018-07-27,15565800000000
2018-07-26,15565700000000
2018-07-25,15538300000000
2018-07-24,15536600000000
2018-07-23,15536500000000
2018-07-20,15535900000000
2018-07-19,15535700000000
2018-07-18,15512700000000
2018-07-17,15512500000000
2018-07-16,15512000000000
2018-07-13,15484200000000
2018-07-12,15483800000000
2018-07-11,15482200000000
2018-07-10,15481800000000
2018-07-09,15481300000000
2018-07-06,15480300000000
2018-07-05,15480300000000
2018-07-03,15479800000000
2018-07-02,15478000000000
2018-06-29,15466600000000
2018-06-28,15445300000000
2018-06-27,15449900000000
2018-06-26,15450000000000
2018-06-25,15449800000000
2018-06-22,15449500000000
2018-06-21,15450300000000
2018-06-20,15454000000000
2018-06-19,15453900000000
2018-06-18,15453300000000
2018-06-15,15452800000000
2018-06-14,15411300000000
2018-06-13,15420900000000
2018-06-12,15420400000000
2018-06-11,15420100000000
2018-06-08,15419600000000
2018-06-07,15419100000000
2018-06-06,15425900000000
2018-06-05,15425800000000
2018-06-04,15425300000000
2018-06-01,15424800000000
2018-05-31,15426900000000
2018-05-30,15398800000000
2018-05-29,15398400000000
2018-05-25,15397600000000
2018-05-24,15381600000000
2018-05-23,15372600000000
2018-05-22,15372600000000
2018-05-21,15372400000000
2018-05-18,15372200000000
2018-05-17,15372000000000
2018-05-16,15365900000000
2018-05-15,15365500000000
2018-05-14,15341600000000
2018-05-11,15340900000000
2018-05-10,15340500000000
2018-05-09,15333500000000
2018-05-08,15333100000000
2018-05-07,15332100000000
2018-05-04,15331500000000
2018-05-03,15331200000000
2018-05-02,15333900000000
2018-05-01,15333800000000
2018-04-30,15335100000000
2018-04-27,15335300000000
2018-04-26,15335200000000
2018-04-25,15343200000000
2018-04-24,15342000000000
2018-04-23,15341600000000
2018-04-20,15341900000000
2018-04-19,15341700000000
2018-04-18,15383500000000
2018-04-17,15382800000000
2018-04-16,15382500000000
2018-04-13,15396400000000
2018-04-12,15396100000000
2018-04-11,15457800000000
2018-04-10,15457800000000
2018-04-09,15457500000000
2018-04-06,15456900000000
2018-04-05,15456600000000
2018-04-04,15458600000000
2018-04-03,15458200000000
2018-04-02,15457200000000
2018-03-30,15428000000000
2018-03-29,15428300000000
2018-03-28,15391300000000
2018-03-27,15390800000000
2018-03-26,15390200000000
2018-03-23,15389700000000
2018-03-22,15389200000000
2018-03-21,15359100000000
2018-03-20,15358800000000
2018-03-19,15358200000000
2018-03-16,15357500000000
2018-03-15,15356400000000
2018-03-14,15285200000000
2018-03-13,15285300000000
2018-03-12,15284800000000
2018-03-09,15283100000000
2018-03-08,15282800000000
2018-03-07,15209300000000
2018-03-06,15208800000000
2018-03-05,15208400000000
2018-03-02,15207700000000
2018-03-01,15206800000000
2018-02-28,15150600000000
2018-02-27,15127300000000
2018-02-26,15126100000000
2018-02-23,15125300000000
2018-02-22,15110500000000
2018-02-21,15068300000000
2018-02-20,15068500000000
2018-02-16,15067700000000
2018-02-15,15018100000000
2018-02-14,14984400000000
2018-02-13,14982500000000
2018-02-12,14982000000000
2018-02-09,14981000000000
2018-02-08,14824300000000
2018-02-07,14829000000000
2018-02-06,14828800000000
2018-02-05,14835500000000
2018-02-02,14840800000000
2018-02-01,14836200000000
2018-01-31,14803200000000
2018-01-30,14802000000000
2018-01-29,14806700000000
2018-01-26,14807500000000
2018-01-25,14805800000000
2018-01-24,14814700000000
2018-01-23,14802800000000
2018-01-22,14810800000000
2018-01-19,14813400000000
2018-01-18,14816400000000
2018-01-17,14812600000000
2018-01-16,14814000000000
2018-01-12,14825700000000
2018-01-11,14825200000000
2018-01-10,14827200000000
2018-01-09,14814500000000
2018-01-08,14822300000000
2018-01-05,14825200000000
2018-01-04,14829300000000
2018-01-03,14830800000000
2018-01-02,14832800000000
2017-12-29,14814700000000
2017-12-28,14868600000000
2017-12-27,14862800000000
2017-12-26,14861700000000
2017-12-22,14867700000000
2017-12-21,14874300000000
2017-12-20,14872400000000
2017-12-19,14859400000000
2017-12-18,14871100000000
2017-12-15,14876500000000
2017-12-14,14875300000000
2017-12-13,14865200000000
2017-12-12,14864600000000
2017-12-11,14864800000000
2017-12-08,14864900000000
2017-12-07,14906000000000
2017-12-06,14913800000000
2017-12-05,14913700000000
2017-12-04,14914000000000
2017-12-01,14914000000000
2017-11-30,14918700000000
2017-11-29,14902600000000
2017-11-28,14902200000000
2017-11-27,14901300000000
2017-11-24,14900700000000
2017-11-22,14881200000000
2017-11-21,14881100000000
2017-11-20,14880000000000
2017-11-17,14879400000000
2017-11-16,14878300000000
2017-11-15,14860500000000
2017-11-14,14845600000000
2017-11-13,14845400000000
2017-11-10,14844800000000
2017-11-09,14845000000000
2017-11-08,14823100000000
2017-11-07,14823000000000
2017-11-06,14822200000000
2017-11-03,14821600000000
2017-11-02,14821600000000
2017-11-01,14799800000000
2017-10-31,14751400000000
2017-10-30,14772100000000
2017-10-27,14771800000000
2017-10-26,14770800000000
2017-10-25,14752400000000
2017-10-24,14752200000000
2017-10-23,14751800000000
2017-10-20,14751500000000
2017-10-19,14751500000000
2017-10-18,14739700000000
2017-10-17,14739600000000
2017-10-16,14739200000000
2017-10-13,14709000000000
2017-10-12,14709200000000
2017-10-11,14703200000000
2017-10-10,14702500000000
2017-10-06,14702100000000
2017-10-05,14699900000000
2017-10-04,14678600000000
2017-10-03,14678600000000
2017-10-02,14679500000000
2017-09-29,14673400000000
2017-09-28,14649200000000
2017-09-27,14632300000000
2017-09-26,14632500000000
2017-09-25,14630100000000
2017-09-22,14630300000000
2017-09-21,14628400000000
2017-09-20,14615100000000
2017-09-19,14613400000000
2017-09-18,14611800000000
2017-09-15,14611000000000
2017-09-14,14627300000000
2017-09-13,14624300000000
2017-09-12,14624400000000
2017-09-11,14624200000000
2017-09-08,14622700000000
2017-09-07,14410100000000
2017-09-06,14411300000000
2017-09-05,14418700000000
2017-09-01,14428300000000
2017-08-31,14381600000000
2017-08-30,14393300000000
2017-08-29,14388600000000
2017-08-28,14394400000000
2017-08-25,14397500000000
2017-08-24,14398800000000
2017-08-23,14396500000000
2017-08-22,14385400000000
2017-08-21,14391200000000
2017-08-18,14394300000000
2017-08-17,14393900000000
2017-08-16,14398800000000
2017-08-15,14387600000000
2017-08-14,14397800000000
2017-08-11,14401000000000
2017-08-10,14398600000000
2017-08-09,14400000000000
2017-08-08,14385900000000
2017-08-07,14394000000000
2017-08-04,14397100000000
2017-08-03,14398500000000
2017-08-02,14385600000000
2017-08-01,14393400000000
2017-07-31,14360900000000
2017-07-28,14375400000000
2017-07-27,14358400000000
2017-07-26,14355700000000
2017-07-25,14345400000000
2017-07-24,14355000000000
2017-07-21,14357100000000
2017-07-20,14357700000000
2017-07-19,14360500000000
2017-07-18,14347300000000
2017-07-17,14358900000000
2017-07-14,14364400000000
2017-07-13,14363400000000
2017-07-12,14364900000000
2017-07-11,14352300000000
2017-07-10,14358800000000
2017-07-07,14360000000000
2017-07-06,14362800000000
2017-07-05,14363300000000
2017-07-03,14377700000000
2017-06-30,14366200000000
2017-06-29,14307900000000
2017-06-28,14306900000000
2017-06-27,14292000000000
2017-06-26,14297100000000
2017-06-23,14306100000000
2017-06-22,14306600000000
2017-06-21,14307300000000
2017-06-20,14296900000000
2017-06-19,14305300000000
2017-06-16,14313400000000
2017-06-15,14315000000000
2017-06-14,14322600000000
2017-06-13,14310200000000
2017-06-12,14317100000000
2017-06-09,14318600000000
2017-06-08,14319200000000
2017-06-07,14329800000000
2017-06-06,14329400000000
2017-06-05,14337200000000
2017-06-02,14342800000000
2017-06-01,14328600000000
2017-05-31,14299000000000
